id,text,sarcastic,rephrase,dialect
760,الوزراء اغلبهم أكاديميين من حملت الدكتوراه نتمنى  مجلس الوزراء يجمع الأكاديمي والناجح من القطاع الخاص,0,,nile
761,لابد من حملة إنتخابية على الارض تتواصل مع الناخبين والناخبات ولا تعتمد فقط على الصحافة والتليفزيون,0,,nile
762, حبيب ريكي مارتن اصله سوري 🙊لابقييين لبعض 💕 ,0,,levant
763,  سوريا النائب قربي:  ندعو المجتمع الدولي للضغط على  تركيا لاغلاق الحدود أمام المجموعات الإرهابية ادلب  حلب  داعش  جبهة النصرة ,0,,msa
764,شاهد - الرجل الثالث حمدين صباحي في آخر كلام  ,0,,msa
765,3 تم الإتصال أكثر من مرة وستكون عندنا بالغد في لجنة حقوق الإنسان,0,,msa
766, بعد انهزام رينزي في استفتاء ايطاليا اوروبا تتجه رويدا الي الشعبوية و اليمين المتطرف ,0,,msa
767,كان  محمد يسرى سلامة صاحب رسالة كافح من أجلها طيلة حياته ولذلك فحتى موته كان بمثابة رسالة,0,,msa
768, عيد الأم الام هي عيد الحياة,0,,msa
769,الإمارات اليوم: محلّلون: التصحيح ضرورة لبناء مراكز مالية جديدة -  الإمارات  بالعربي,0,,msa
770,مصادر : 80 حافلة خرجت من أحياء حلب الشرقية حتى الآن تحمل مسلحين وعائلاتهم.,0,,msa
771,  غزة-جيش  الاحتلال يؤكد اشتباك قواته مع المتظاهرين شرق غزة مساء اليوم ,0,,msa
772,"بعد رفض ضياء رشوان (قطة النظام) تعديلات الدستور التى تجاهلت مقترحات نقابة الصحفيين, انتظروا فتح قضية قديمة لرشوان او اولاده, هتسكت ولا نذيع",0,,msa
773, بيبآن من سلامي .. بيبان من كلامي ..بشتقلك وكل مآ فيآ بيشتقلك معآيآ 💔 اليسا ,0,,nile
774,تدوينة هامة,0,,msa
775, سيعلن جوليان أسانج مؤسس منظمة ويكليكس و من لندن عن فضيحة يقول انها ستحطم ☠هيلاري كلنتون و تنهي عائلة كلنيون.  تاسي  كويت  بورصة  فوركس ,0,,msa
776, لا تقل لماذا منع  الصهاينة الأذان في  القدس .. و قل لماذا طبع معها  الأخوان و قد فعلت .. أردوغان ,0,,msa
777,اتمنى ان نتوحد جميعا لتحقيق اهداف الثورة المشكلة إقصاء المعترضين على فكر الاسلام السياسي أنا مسلم يساري هل يعترف مشايخ السلفية بإسلامي,0,,msa
778, ستبدأ بعد ساعه ونصف اول مناظره بين المرشحان لنائب رئيس الولايات المتحده وهما تيم كين  نائب ل هيلاري كلنتون مايك بنس  نائب ل دونالد ترامب ,0,,msa
779,الجيل الحالي مثقف ومتفتح ويحسن فهم الناس  السادة المحترمون,0,,msa
780,يسقط حكم العسكر  انزل 30 اغسطس  مصر تنتفض ضد العسكر  مصر,0,,nile
781,انصار الحرية والديمقراطية فى اوروبا وضعوا الشجاعة قبل اى شيئ اخر ناد ايطالي ينتظر موقف الانقلاب من عبد الظاهر,0,,msa
782,وحيات عينيك ،،،، اخذ صوت اخذ وجه حسن وطرب اصييل  مصر  الجيزة  القاهرة  شادية  الاهرامات  اسيوط…,0,,nile
783,إمسك فلول !!,0,,msa
784,  الشنقيطي بلا حدودحركة  حماس هي الأنضج من الحركات الإسلامية الموجودة في العالم الإسلامي اليوم. ,0,,msa
785,رحم الله سامر سليمان، كان مصريا مخلصا لقيم المواطنة والديمقراطية وأستاذا متميزا للاقتصاد السياسي، رحمه الله,0,,msa
786,شهداء أسيوط فى جنة الخلد لن يضيع حقكم و لن نرهب من القتلة و الإرهابيينو يوم الحساب لقريب,0,,msa
787,ملف العدالة الاجتماعية هو الملف الاهم و الابرز لمحاربة الافكار المتطرفه,0,,msa
788,أدين بكل قوة العنف بكافة أشكاله وصوره ضد كل إنسان أيا كانت عقيدته أو انتماؤه قوتنا هي الحق وسلميتنا هي السبيل,0,,msa
789,جمهورية  شبرا الخيمة :),0,,msa
790,شاهد-  فيفي عبده راقصة سيذكرها التاريخ  الحكم  1,0,,msa
791,مصر القوية |10-لقد حذرنا في حزب مصر القوية ولا زلنا نحذر من خطورة تحول سلطات الدولة إلى مجرد سند لسلطة عسكرية لا تفهم الس…,0,,msa
792,طب إيه المشكلة في أشغال طريق فاضي؟ عشان مين يعرف يتحرك بالضبط إذا الناس روحت؟,0,,nile
793,إبداع الفشل بعض أحيان يزيد إلهامه عن إبداع النجاح,0,,msa
794,  :  معرض الكتاب كتاب : المشوق إلى القراءة وطلب العلم لـ الشيخ    ,0,,msa
795,برنامج مش صعبة د حمزاوي شرح مصطلح  الأمن القومي  :,0,,msa
796,أنعي إلى كل مصري وكل عربي المناضل زكريا محي الدين الثائر ورجل الدولة من حجز مكانه في أنصع صفحات تاريخنا المعاصر، رحمه الله وألهمنا الصبر,0,,nile
797,القدس-شرطة  الاحتلال تعتقل ٣٠ مشتبها من مناطق شتى في البلاد للاتجار بالمخدرات,0,,msa
798, إنها تُمطر.اللهم أجعلها صيباً بنغازي ,0,,msa
799,حفيد السلطان عبدالحميد مرشح للبرلمان التركي القادم ، بشعار رابعة تحية لك  مرسى رئيسى  تركيا  كلنا قطر,0,,msa
800, هاتسبني تفضل سبني من غير ما تهديدني عمرك متعوضني ~~اناقلبي هايوجعني  اليسابستغرب انا الغنية دي وايد البدايه قويه والنهايه ضعيف ,0,,nile
801, عين تدمع وقلب يحزن ولسان يتلعثم وإلى الله المشتكى! القدس حلب الموصل فلسطين سوريا العراقكان الله في عونكم ؛ الله ينصركم على الظالمين💔 ,0,,nile
802, حلبحلب ترحب بكمطرد  الإرهاب من حلب الشرقية بداية النهاية للقوى المظلمة  الوهابية  الغربية و  الصهيونية سورية روسيا إيران ,0,,msa
803, نفس القرار الذي صوتت علي مصر في الأمم المتحده ، هو نفس القرار الذي وافق عليه أردوغان في إجتماعه مع بوتين البارحه . ,0,,msa
804, مقدسااتنا اخواننا العرب ينادوننا هل ننتظر الضمير العالمي واين هو الضمير العالمي ؟اهذه هيا عروبتنا ؟!  القدس ,0,,msa
805, كلها كوم.. ويصير صديقي استاذ كوووم ثاني… ياربي رباااااااه.. 😱😨😰  ماذا لو المدارس مختلطه ,0,,msa
806,  مافيش مقارنة في السعر بس معلوماتي إن نسخة الهلال محذوف منها أجزاء أرجو إنك تتأكد من دهطبعا أسعار الهلال أرخص لأنها دار حكومية,0,,nile
807, كانت مدرستي مختلطة لمن الثانوية ☺   ماذا لو المدارس مختلطه ,0,,msa
808,إيران ترمب10. العلاقة بين  طهران و  واشنطن قُطعت منذ 1980 بعد أشهرٍ على ثورة الخميني 1979 وأطاحت بحليف  الأميركيين الشاه محمد رضا بهلوي.,0,,msa
809,أنا راجع من الساحل وسأسعى للحضورًباذن الله الف مبروك,0,,msa
810,  الحد الجنوبي  اما حان وقت الجهاد سوريا  الموصل  اليمن  لبنان  الاحواز(يا ايها الذين امنو خذوا حذركم فانفروا ثبات او انفروا جميعا) ,0,,levant
811,لن يعود لمصر توازنها الا بحل سياسي يبدأ بالشفافية و المصداقية وبحكومة انقاذ وطني من أجل استعادة الأمن وتعافي الاقتصاد وبدستور لكل المصريين,0,,msa
812, اسلحه امريكيه يمتلكها حزب الله المجوسي  من اين لك هذا؟ ,0,,msa
813,  بنغازي انباء عن سقوط قذيفة بمنطقة ارض  ازواوه والحمدلله لا توجد اضرار بشرية . ,0,,msa
814,حامدين، راضين، عليك متوكلين لك الحمّد  ربنا ف آتمم نعمتك علينا وعافيتك وسترك وآسعدنا في الدنيا والاخره,0,,msa
815,كما تهمنا  مصر تعنينا  دمشق وكما تُشقينا  غزة تقتلنا  بغداد وكما نحب  اليمن نخشى على  ليبيا أما  قطر فهي سيدة النهوض و…,0,,msa
816,  امير  الليل  رامي عياش ,0,,msa
817, أتمنى وبقوة وخاصة الصفوف الدنيا فالنساء افضل  بطريقة  التعامل مع الأطفال  ماذا لو المدارس مختلطه ,0,,msa
